Customer Zipcode,Customer City,Customer Country,Customer State
33157,Miami,EE. UU.,FL
28601,Hickory,EE. UU.,NC
674,Manati,Puerto Rico,PR
976,Trujillo Alto,Puerto Rico,PR
728,Ponce,Puerto Rico,PR
953,Toa Alta,Puerto Rico,PR
15642,Irwin,EE. UU.,PA
11420,South Ozone Park,EE. UU.,NY
93536,Lancaster,EE. UU.,CA
11215,Brooklyn,EE. UU.,NY
80906,Colorado Springs,EE. UU.,CO
11385,Ridgewood,EE. UU.,NY
79936,El Paso,EE. UU.,TX
95355,Modesto,EE. UU.,CA
42101,Bowling Green,EE. UU.,KY
92104,San Diego,EE. UU.,CA
75080,Richardson,EE. UU.,TX
89115,Las Vegas,EE. UU.,NV
89119,Las Vegas,EE. UU.,NV
33126,Miami,EE. UU.,FL
38111,Memphis,EE. UU.,TN
92704,Santa Ana,EE. UU.,CA
79907,El Paso,EE. UU.,TX
91352,Sun Valley,EE. UU.,CA
65203,Columbia,EE. UU.,MO
92646,Huntington Beach,EE. UU.,CA
58103,Fargo,EE. UU.,ND
97006,Beaverton,EE. UU.,OR
60085,Waukegan,EE. UU.,IL
90006,Los Angeles,EE. UU.,CA
48219,Detroit,EE. UU.,MI
48203,Highland Park,EE. UU.,MI
11219,Brooklyn,EE. UU.,NY
85040,Phoenix,EE. UU.,AZ
78666,San Marcos,EE. UU.,TX
90703,Cerritos,EE. UU.,CA
20906,Silver Spring,EE. UU.,MD
10009,New York,EE. UU.,NY
75067,Lewisville,EE. UU.,TX
94538,Fremont,EE. UU.,CA
6457,Middletown,EE. UU.,CT
95112,San Jose,EE. UU.,CA
30022,Alpharetta,EE. UU.,GA
63129,Saint Louis,EE. UU.,MO
93702,Fresno,EE. UU.,CA
85009,Phoenix,EE. UU.,AZ
11210,Brooklyn,EE. UU.,NY
33125,Miami,EE. UU.,FL
17602,Lancaster,EE. UU.,PA
11230,Brooklyn,EE. UU.,NY
33176,Miami,EE. UU.,FL
47150,New Albany,EE. UU.,IN
19382,West Chester,EE. UU.,PA
43229,Columbus,EE. UU.,OH
75149,Mesquite,EE. UU.,TX
33015,Hialeah,EE. UU.,FL
29223,Columbia,EE. UU.,SC
76201,Denton,EE. UU.,TX
10032,New York,EE. UU.,NY
91405,Van Nuys,EE. UU.,CA
92592,Temecula,EE. UU.,CA
60477,Tinley Park,EE. UU.,IL
93033,Oxnard,EE. UU.,CA
33065,Pompano Beach,EE. UU.,FL
21222,Dundalk,EE. UU.,MD
78250,San Antonio,EE. UU.,TX
46307,Crown Point,EE. UU.,IN
11201,Brooklyn,EE. UU.,NY
10452,Bronx,EE. UU.,NY
73505,Lawton,EE. UU.,OK
28314,Fayetteville,EE. UU.,NC
10463,Bronx,EE. UU.,NY
6460,Milford,EE. UU.,CT
60103,Bartlett,EE. UU.,IL
60630,Chicago,EE. UU.,IL
89502,Reno,EE. UU.,NV
7055,Passaic,EE. UU.,NJ
90016,Los Angeles,EE. UU.,CA
91335,Reseda,EE. UU.,CA
78046,Laredo,EE. UU.,TX
11756,Levittown,EE. UU.,NY
7470,Wayne,EE. UU.,NJ
70003,Metairie,EE. UU.,LA
20002,Washington,EE. UU.,DC
44105,Cleveland,EE. UU.,OH
26003,Wheeling,EE. UU.,WV
85705,Tucson,EE. UU.,AZ
90250,Hawthorne,EE. UU.,CA
94558,Napa,EE. UU.,CA
60402,Berwyn,EE. UU.,IL
92708,Fountain Valley,EE. UU.,CA
23456,Virginia Beach,EE. UU.,VA
88005,Las Cruces,EE. UU.,NM
32703,Apopka,EE. UU.,FL
90044,Los Angeles,EE. UU.,CA
95630,Folsom,EE. UU.,CA
92243,El Centro,EE. UU.,CA
92557,Moreno Valley,EE. UU.,CA
11372,Jackson Heights,EE. UU.,NY
48234,Detroit,EE. UU.,MI
91331,Pacoima,EE. UU.,CA
77072,Houston,EE. UU.,TX
48221,Detroit,EE. UU.,MI
11435,Jamaica,EE. UU.,NY
43207,Columbus,EE. UU.,OH
60632,Chicago,EE. UU.,IL
37075,Hendersonville,EE. UU.,TN
84015,Clearfield,EE. UU.,UT
98115,Seattle,EE. UU.,WA
90047,Los Angeles,EE. UU.,CA
85201,Mesa,EE. UU.,AZ
60628,Chicago,EE. UU.,IL
32303,Tallahassee,EE. UU.,FL
48601,Saginaw,EE. UU.,MI
63123,Saint Louis,EE. UU.,MO
72032,Conway,EE. UU.,AR
33025,Hollywood,EE. UU.,FL
44870,Sandusky,EE. UU.,OH
90731,San Pedro,EE. UU.,CA
92801,Anaheim,EE. UU.,CA
43123,Grove City,EE. UU.,OH
37922,Knoxville,EE. UU.,TN
92117,San Diego,EE. UU.,CA
90255,Huntington Park,EE. UU.,CA
87112,Albuquerque,EE. UU.,NM
15601,Greensburg,EE. UU.,PA
91767,Pomona,EE. UU.,CA
60441,Lockport,EE. UU.,IL
92064,Poway,EE. UU.,CA
23454,Virginia Beach,EE. UU.,VA
63366,O Fallon,EE. UU.,MO
17201,Chambersburg,EE. UU.,PA
44118,Cleveland,EE. UU.,OH
61761,Normal,EE. UU.,IL
1902,Lynn,EE. UU.,MA
10028,New York,EE. UU.,NY
75093,Plano,EE. UU.,TX
33142,Miami,EE. UU.,FL
90018,Los Angeles,EE. UU.,CA
19020,Bensalem,EE. UU.,PA
6010,Bristol,EE. UU.,CT
95828,Sacramento,EE. UU.,CA
17701,Williamsport,EE. UU.,PA
92626,Costa Mesa,EE. UU.,CA
75231,Dallas,EE. UU.,TX
98632,Longview,EE. UU.,WA
90650,Norwalk,EE. UU.,CA
89117,Las Vegas,EE. UU.,NV
7002,Bayonne,EE. UU.,NJ
93274,Tulare,EE. UU.,CA
91950,National City,EE. UU.,CA
92879,Corona,EE. UU.,CA
45424,Dayton,EE. UU.,OH
94112,San Francisco,EE. UU.,CA
95376,Tracy,EE. UU.,CA
29483,Summerville,EE. UU.,SC
95340,Merced,EE. UU.,CA
85710,Tucson,EE. UU.,AZ
93906,Salinas,EE. UU.,CA
2301,Brockton,EE. UU.,MA
85706,Tucson,EE. UU.,AZ
30034,Decatur,EE. UU.,GA
20011,Washington,EE. UU.,DC
94533,Fairfield,EE. UU.,CA
94591,Vallejo,EE. UU.,CA
6516,West Haven,EE. UU.,CT
21122,Pasadena,EE. UU.,MD
92154,San Diego,EE. UU.,CA
33614,Tampa,EE. UU.,FL
92027,Escondido,EE. UU.,CA
90026,Los Angeles,EE. UU.,CA
90280,South Gate,EE. UU.,CA
48093,Warren,EE. UU.,MI
37042,Clarksville,EE. UU.,TN
49442,Muskegon,EE. UU.,MI
85008,Phoenix,EE. UU.,AZ
28540,Jacksonville,EE. UU.,NC
77080,Houston,EE. UU.,TX
33511,Brandon,EE. UU.,FL
96819,Honolulu,EE. UU.,HI
91730,Rancho Cucamonga,EE. UU.,CA
11211,Brooklyn,EE. UU.,NY
60645,Chicago,EE. UU.,IL
93458,Santa Maria,EE. UU.,CA
18901,Doylestown,EE. UU.,PA
47374,Richmond,EE. UU.,IN
92324,Colton,EE. UU.,CA
92647,Huntington Beach,EE. UU.,CA
38116,Memphis,EE. UU.,TN
48235,Detroit,EE. UU.,MI
75060,Irving,EE. UU.,TX
92201,Indio,EE. UU.,CA
7060,Plainfield,EE. UU.,NJ
94014,Daly City,EE. UU.,CA
98226,Bellingham,EE. UU.,WA
93720,Fresno,EE. UU.,CA
60629,Chicago,EE. UU.,IL
93309,Bakersfield,EE. UU.,CA
30043,Lawrenceville,EE. UU.,GA
77379,Spring,EE. UU.,TX
11355,Flushing,EE. UU.,NY
10462,Bronx,EE. UU.,NY
91606,North Hollywood,EE. UU.,CA
53209,Milwaukee,EE. UU.,WI
94550,Livermore,EE. UU.,CA
60639,Chicago,EE. UU.,IL
87505,Santa Fe,EE. UU.,NM
94303,Palo Alto,EE. UU.,CA
20019,Washington,EE. UU.,DC
23233,Henrico,EE. UU.,VA
60016,Des Plaines,EE. UU.,IL
23462,Virginia Beach,EE. UU.,VA
33024,Hollywood,EE. UU.,FL
77081,Houston,EE. UU.,TX
60636,Chicago,EE. UU.,IL
35215,Birmingham,EE. UU.,AL
80020,Broomfield,EE. UU.,CO
969,Guaynabo,Puerto Rico,PR
736,Cayey,Puerto Rico,PR
60621,Chicago,EE. UU.,IL
40475,Richmond,EE. UU.,KY
60544,Plainfield,EE. UU.,IL
30349,Atlanta,EE. UU.,GA
95610,Citrus Heights,EE. UU.,CA
33063,Pompano Beach,EE. UU.,FL
78745,Austin,EE. UU.,TX
10468,Bronx,EE. UU.,NY
94086,Sunnyvale,EE. UU.,CA
99205,Spokane,EE. UU.,WA
52001,Dubuque,EE. UU.,IA
93638,Madera,EE. UU.,CA
21229,Baltimore,EE. UU.,MD
98208,Everett,EE. UU.,WA
11717,Brentwood,EE. UU.,NY
28655,Morganton,EE. UU.,NC
95687,Vacaville,EE. UU.,CA
95123,San Jose,EE. UU.,CA
2148,Malden,EE. UU.,MA
21207,Gwynn Oak,EE. UU.,MD
949,Toa Baja,Puerto Rico,PR
2780,Taunton,EE. UU.,MA
7728,Freehold,EE. UU.,NJ
98390,Sumner,EE. UU.,WA
48228,Detroit,EE. UU.,MI
90744,Wilmington,EE. UU.,CA
11223,Brooklyn,EE. UU.,NY
43130,Lancaster,EE. UU.,OH
11225,Brooklyn,EE. UU.,NY
75040,Garland,EE. UU.,TX
33311,Fort Lauderdale,EE. UU.,FL
11233,Brooklyn,EE. UU.,NY
32210,Jacksonville,EE. UU.,FL
89014,Henderson,EE. UU.,NV
7306,Jersey City,EE. UU.,NJ
